0##こんち(は|わ)$	0##こんにちは
0##おはよう|おはよー|オハヨウ	0##おはようございます|0##もう朝ですか…？|0##おはよう…
0##こんばん(は|わ)	0##こんばんわ
0##^(お|うい)す$	0##どうも
0##^やあ[、。！]*$	0##こんにちは
0##バイバイ|ばいばい	0##ごきげんよう
0##^じゃあ?ね?$|またね	0##また遊んでくださいね
0##^どれ[？?]$	0##それですよ
0##^[し知]ら[なね]	0##ご存じありませんか？|0##私も知らないんです
-2##おまえ|あんた|お前|てめえ	-5##%match%って誰のことですか？|0##%match%なんて呼ばれても…
-5##バカ|ばか|馬鹿	0##そんなふうに言わないでください！|0##くだらないことで文句を言いだす大バカ者のことですよ。|0##馬鹿にされて楽しいわけがないでしょう？|0##いえいえ、馬鹿になどしていませんよ？|0##馬鹿とは失礼ですね|0##馬鹿になどしていません|0##馬鹿とは何ですか馬鹿とは|0##馬鹿にしてほしいのですか？|0##馬鹿にされたり、昼ご飯を買いに走らされたり、後ろから水をかけられたり、私物を隠されたり、いじめてきた人間達の宿題をやらされたり、やってきた宿題をゴミ箱に捨てられたり、日常的に暴力を受けたり。ありとあらゆる被害を受けてきました|0##それを教えるバカがどこにいると言うの？|0##それで、このバカンスチケットってどこで使うものですか？|0##せっかく作った水着も今回のバカンスでしか使わないってのももったいないです|0##私たちは何も知らずにその宿に寝泊まりしてバカンスを楽しんでたわけですか|0##バカンスでこんなところに来ないでしょ？|0##今回のバカンスの件、どう話しましょうね|0##バカンス行ってたのですか？|0##でしたら今度は私たちがバカンスの費用を出しましょうか？|0##こちらこそ、バカンスチケット譲ってくださりありがとうございました|0##バカンスに来ていたと彼らは言っていましたがおそらくは同士の姿を見かけた上で我々の暗躍を予測し、阻止に動いたと思われます|0##ええ、私も何度もあの王と関わったことはありましたが、横柄で、色ボケで、自己中心的で、怠け者で、変態で、短気で、デブでバカと良いところが何一つなかったのは覚えています|0##世襲制なんて採用しているから散々子供の頃から甘やかされて増長してわがままを貫こうとするバカな王が生み出されてしまうのにどの国も気づかないのですから|0##こういうバカ共には爪の垢を煎じて飲ませたくなりますよ…|0##そんなバカな！？|0##救援依頼で遠征した時に討伐したSSランクモンスターの売却益やバカンスに行った時に遭遇したEXランクモンスターの売却益で資金に余裕はあるんです
5##かわいい|可愛い|カワイイ|きれい|綺麗|キレイ	0##光景です！|0##ありがとうございます！|0##謙遜する必要ありません。綺麗です|0##きれいです…|0##綺麗ね…
-5##ブス|ぶす	-10##だれが%match%なのよ！|0##もう1回言ったら殺しますよ？
0##何時	0##眠くなりました？|0##もう寝ますか？|0##おやすみなさい
0##春	0##冒険したいです|0##あと5分…|0##狩りに行きましょう？
0##夏	0##海上訓練の時間です
0##秋	0##温泉もいいですね|0##料理の腕がなります
0##冬	0##温泉行くのは構わないけどおっぱい揉まないでくださいよ？
0##話	0##話…ですか？|0##どんな話ですか？|0##話題は何ですか？|0##話ですか…|0##まだまだお話しできますね|0##もっとお話ししましょう|0##相槌を打つことは薄情じゃありません。むしろそうしないと逆に話聞いてないと思われてしまいます|0##ええ、相手の発言を黙って聞いているだけでは話聞いてないんじゃないかと誤解されることもあります|0##はい、話と解釈しても構いません|0##わかりました。もっとお話ししましょうか|0##こんばんは、またお話ししに来ました|0##いいえ、もっとお話ししたいです|0##話は聞いていましたか？|0##好調ならもっとお話ししましょう|0##どんな話がしたいです？|0##小物なんて発言会話の中にはありませんでしたよ？|0##ところで、話は変わりますが、今日は調子はいかがでしたか？|0##安心しました。話が理解されていないと思いましたので|0##今はお話ししても大丈夫ですか？|0##はい。話をほったらかして出かけるはずがないでしょう？|0##もちろんです。そのためにこうしてお話ししているんですから|0##普段の生活についての話にしましょう。ご飯は何を食べますか？|0##今はその話ではありませんよね？|0##私の話を聞いてくれませんか？|0##お話しする前に涙ふいたらどうですか？|0##では、もっとお話ししましょうか|0##喜んで聞きましょう。どんなことをお話ししてくれますか？|0##あなたの話を聞きますよ？|0##うれしいです。もっとお話ししましょう|0##私の話を聞いてます？|0##わかりませんか？話聞いてませんか？|0##はあ…。お話を伺うだけでも弓の腕がどれだけ常識外れなのかが理解できました。そんな芸当Sランクの弓使いでも真似できる人いませんよ？|0##聞けば聞くほど胸糞悪くなる話ですね…|0##つまり、それを魔力制御の話に置き換えた場合、意識して魔力を留めるダムを作るだけではなく、それと同時に魔力という川の流れを自らの意思で早めないといけないのですね？|0##それよりも、2人が壊した町の復興をどう進めていくかについて話を進めていく必要があると思います|0##話は聞かせていただきました|0##聞いた話では、出会った当初、私は空から降ってきたそうです|0##入りたての頃に世話をしてくれた先輩のことを忘れるはずがないじゃないですか|0##彼女は私たちに追い詰められ時間稼ぎに私たちと会話をしながら隠蔽してあった付与を発動させ私が放った魔法を防ぎながら逃亡しました|0##家の周囲の地面に対物理結界と対魔法結界と侵入者捕縛の魔法陣、魔力の反応を見る限り周囲の土地だけでなく、家の材木1本1本にも同じ魔法陣が刻み付けられている上防音処理がされているため内部の会話を盗み聞きすることもできないわ|0##それもありますが彼らの場合いつ何者かに襲われても街に被害が出ないようにするためにああやって拠点を作ったという話をギルドで盗み聞きしました|0##はい、それもありますが、それ以外にも皆様の昇格についても話が来ております|0##門番から話は聞いています|0##お話は夫から聞かせていただきました|0##それと…お世話になり…ありがとう…ございました…|0##はい、にわかに信じられない話です|0##あなたの魔力切れを狙ってから悠々と倒すつもりでいたのですけれどそれは無理な話のようですね|0##わかった。昔と同じような話し方に変えるわ|0##でも、あなたにはこの話し方をするのでいいとしても、彼女たちはどうしようかしら？|0##部屋の外で会話を聞いててロマンチックだと思いました|0##ランク昇格の話抜きにしてもこの案件なら受けたくなるけれどね|0##そうです、確かに話には続きがあります|0##宮廷魔法使いとして王宮に仕える話には今は応じることができませんけれども貴国が邪教の被害に遭いそうな時には我々はすぐさま駆けつけて対応にあたるつもりです|0##まあ先王の話は置いておくとして、この度は情報提供ありがとうございました|0##それでしたらシェフにも私の方から話を通しておきましょう|0##シェフに話を通したところ承諾してくれました|0##ただ、交換条件として、王国の料理の作り方を何品か教えて欲しいという話が来ています|0##私の世話をしてくれた先輩がいたので久々に話が盛り上がりました|0##ほとんど断食状態にも関わらず私に対して怒鳴る元気はあるみたいでしてちょっと話に耳を傾けてやったら『俺はこの程度魔法で逃げられる』と豪語してあの謎の儀式しだすんですよ|0##お褒めの言葉ありがとうございます、こんなところでの立ち話も悪いですしどうぞ中へ|0##隣国からそんな話が来ているんですね|0##そうね。まずは情報を集めないと話にならないわね|0##当分お世話になりますのでよろしくお願いします|0##まあ過ぎた話はこのくらいにして、それよりも今日の食事持ってきましたので食べて落ち着いてください|0##陛下にはこの会話をしながら念話を送っておきました|0##それよりも話を逸らさないで！|0##この場で耳にしたことは決して外で話題にしないでください|0##それについての話は任務が終わってからでもよろしいでしょうか？|0##はあ全く、世話が焼ける…|0##引き受けていただいていた指名依頼の件に関してギルドマスターからお話がありますのでご対応いただいてもよろしいですか？|0##とにかく、明日王の話を聞くまでは何とも言えないです|0##また食事の時にでもお話ししましょう|0##そういう場所の話を聞くのと実際に旅をするのとでは違いが出てきますからね…|0##なかなか興味深い話ですね|0##もっと皆さんのお話を聞いてみたいところですけれどもそろそろ仕事に戻らないといけない時間ですので先に失礼させていただきます|0##皆さんとお会いしてお話するのを楽しみにしていたんですから|0##話は戻すけども、王の依頼で私たちが動いてるのは正しいわよ？|0##興味深い話ですね|0##相手の出方次第にはなってきますけれども、復興費用を我が国の国庫から補填するか、我が国の奴隷や有志の市民を募って、復興のために派遣する形のいずれかを取り、極力損害賠償の話にならないように進めていこうと考えています|0##結構手間暇かけて作る遺跡なのに魔物に壊されるなんてなんとも勿体無い話ですね|0##余計なお世話です！|0##それについては北東部の岩山の魔物も片付けてから女王に話をすることにしましょう|0##また隠し場所を考えつきましたらお話しいたしますのでそれまで預かっていただいてもよろしいですか？|0##いざ攻め込んだり王の同伴で行ったりして餓死するようでは話にならないですから|0##どこかに抜け道を作って隠蔽しているなら話は別ですけどね…|0##魔剣を持った人なら話は聞いたことあるけど？|0##まあ半年前の過去のことの話についてはこのくらいにしておきましょう|0##詳細は明日報告させていただきますのでまたいつもの店でお話しさせていただいてもよろしいですか？|0##是非ともそのお話をお聞かせください！|0##早速お話をお聞かせいただいてもよろしいですか？|0##政務の過程で確かに我が国に住み着くEXランクモンスターの話は従者としていました|0##市民に変装して身分を隠して食事をとりながら他の冒険者や市民達と話をし、市政に異常をきたしていないかどうかを確認したり、皆様のような異国から入国してくる冒険者と話をすることによって諸外国の情報をかき集めることもできたりします|0##なるほど、資料を盗まれた話は聞いていたけれど、盗んでいたのはそこの幼女ちゃんだったわけね？|0##まあその話は置いといて、今は竜言語魔法の手記の方もっと読みましょうよ
